,idx,AirQualityStation,img_path,s5p_path,Countrycode,Altitude,PopulationDensity,rural,suburban,urban,background,industrial,traffic,no2
1377,1377,STA.DE_DEHE112,STA.DE_DEHE112/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMA_20200807T132026.npy,STA.DE_DEHE112/l3_mean_europe_2018_2020_005dg.netcdf,DE,140.0,1399.5,0,0,1,0,0,1,46.86266791686911
1378,1378,STA.DE_DEHB004,STA.DE_DEHB004/S2A_MSIL2A_20200328T104021_N0214_R008_T32UMD_20200328T142124.npy,STA.DE_DEHB004/l3_mean_europe_2018_2020_005dg.netcdf,DE,20.0,1834.4,0,0,1,1,0,0,18.99439539648159
1379,1379,STA-CH0029A,STA-CH0029A/S2A_MSIL2A_20200713T103031_N0214_R108_T32TLT_20200713T132504.npy,STA-CH0029A/l3_mean_europe_2018_2020_005dg.netcdf,CH,255.0,5398.3,0,0,1,0,0,1,46.45929177487897
1380,1380,STA_ES1453A,STA_ES1453A/S2B_MSIL2A_20200820T103629_N0214_R008_T31TDF_20200820T133254.npy,STA_ES1453A/l3_mean_europe_2018_2020_005dg.netcdf,ES,23.0,718.7,0,0,1,1,0,0,32.775092506938016
1381,1381,STA.IT1222A,STA.IT1222A/S2B_MSIL2A_20200821T100559_N0214_R022_T32TQR_20200821T130423.npy,STA.IT1222A/l3_mean_europe_2018_2020_005dg.netcdf,IT,3.0,442.4,0,0,1,1,0,0,27.598079231692683
1382,1382,STA_PL0520A,STA_PL0520A/S2A_MSIL2A_20200601T095041_N0214_R079_T34UCF_20200601T112207.npy,STA_PL0520A/l3_mean_europe_2018_2020_005dg.netcdf,PL,143.0,1857.0,0,0,1,1,0,0,18.082682533542584
1383,1383,STA-SK0266A,STA-SK0266A/S2B_MSIL2A_20200822T094039_N0214_R036_T34UEV_20200822T115325.npy,STA-SK0266A/l3_mean_europe_2018_2020_005dg.netcdf,SK,252.0,92.1,0,0,1,0,0,1,40.63761368961908
1384,1384,STA_ES1611A,STA_ES1611A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1611A/l3_mean_europe_2018_2020_005dg.netcdf,ES,512.0,827.3,0,1,0,1,0,0,14.982836078792763
1385,1385,STA_ES1397A,STA_ES1397A/S2A_MSIL2A_20200706T104031_N0214_R008_T31TDG_20200706T133310.npy,STA_ES1397A/l3_mean_europe_2018_2020_005dg.netcdf,ES,460.0,718.7,0,1,0,1,0,0,18.65147198480532
1386,1386,STA-DK0046A,STA-DK0046A/S2B_MSIL2A_20200409T102559_N0214_R108_T32UNG_20200409T140105.npy,STA-DK0046A/l3_mean_europe_2018_2020_005dg.netcdf,DK,25.0,145.8,0,0,1,1,0,0,10.755850343403187
1387,1387,STA_PL0052A,STA_PL0052A/S2A_MSIL2A_20200601T095041_N0214_R079_T34UCF_20200601T112207.npy,STA_PL0052A/l3_mean_europe_2018_2020_005dg.netcdf,PL,40.0,1857.0,0,0,1,1,0,0,17.856977093802193
1388,1388,STA.IT1841A,STA.IT1841A/S2A_MSIL2A_20201221T100431_N0214_R122_T33TUG_20201221T115632.npy,STA.IT1841A/l3_mean_europe_2018_2020_005dg.netcdf,IT,134.0,823.7,0,0,1,0,0,1,32.456432038834954
1389,1389,STA.DE_DEBY020,STA.DE_DEBY020/S2A_MSIL2A_20200730T102031_N0214_R065_T32UQA_20200730T110107.npy,STA.DE_DEBY020/l3_mean_europe_2018_2020_005dg.netcdf,DE,525.0,806.0,0,1,0,1,0,0,16.640046943626693
1390,1390,STA.IT2217A,STA.IT2217A/S2A_MSIL2A_20201019T095041_N0214_R079_T33TVF_20201019T115444.npy,STA.IT2217A/l3_mean_europe_2018_2020_005dg.netcdf,IT,45.0,2634.5,0,1,0,1,0,0,20.85844902728331
1391,1391,STA_PL0096A,STA_PL0096A/S2A_MSIL2A_20200601T095041_N0214_R079_T34UCC_20200601T112207.npy,STA_PL0096A/l3_mean_europe_2018_2020_005dg.netcdf,PL,235.0,2345.6,0,0,1,1,0,0,18.61101998033845
1392,1392,STA.DE_DENI062,STA.DE_DENI062/S2A_MSIL2A_20200921T103031_N0214_R108_T32UNE_20200921T151006.npy,STA.DE_DENI062/l3_mean_europe_2018_2020_005dg.netcdf,DE,47.0,139.4,0,1,0,1,0,0,15.604199235413091
1393,1393,STA-FR01060,STA-FR01060/S2A_MSIL2A_20200407T104021_N0214_R008_T31UGQ_20200407T113125.npy,STA-FR01060/l3_mean_europe_2018_2020_005dg.netcdf,FR,170.0,168.4,1,0,0,1,0,0,18.2884881098138
1394,1394,STA.CZ_UTUS,STA.CZ_UTUS/S2A_MSIL2A_20200730T102031_N0214_R065_T32UQA_20200730T110107.npy,STA.CZ_UTUS/l3_mean_europe_2018_2020_005dg.netcdf,CZ,322.0,156.8,1,0,0,1,0,0,11.264461630302456
1395,1395,STA_ES1256A,STA_ES1256A/S2B_MSIL2A_20200221T110959_N0214_R137_T29SPB_20200221T132103.npy,STA_ES1256A/l3_mean_europe_2018_2020_005dg.netcdf,ES,23.0,52.5,0,0,1,0,1,0,7.78074656188605
1396,1396,STA-FI00460,STA-FI00460/S2B_MSIL2A_20200808T100029_N0214_R122_T34VEN_20200808T125754.npy,STA-FI00460/l3_mean_europe_2018_2020_005dg.netcdf,FI,6.0,44.8,1,0,0,0,1,0,7.313753753753754
1397,1397,STA.IT0611A,STA.IT0611A/S2A_MSIL2A_20201029T095131_N0214_R079_T33SWB_20201029T113346.npy,STA.IT0611A/l3_mean_europe_2018_2020_005dg.netcdf,IT,300.0,190.7,0,0,1,1,0,0,6.158772817463671
1398,1398,STA.IT0862A,STA.IT0862A/S2B_MSIL2A_20201119T101319_N0214_R022_T32TPP_20201119T120649.npy,STA.IT0862A/l3_mean_europe_2018_2020_005dg.netcdf,IT,61.0,290.1,0,0,1,1,0,0,20.392702832453192
1399,1399,HR_DOC_TYPE_D_STA_RH0103,HR_DOC_TYPE_D_STA_RH0103/S2B_MSIL2A_20200729T100029_N0214_R122_T33TWL_20200729T134154.npy,HR_DOC_TYPE_D_STA_RH0103/l3_mean_europe_2018_2020_005dg.netcdf,HR,0.0,1269.9,0,0,1,1,0,0,23.29655180039928
1400,1400,STA-TR341641,STA-TR341641/S2A_MSIL2A_20200822T084601_N0214_R107_T35TPF_20200822T113326.npy,STA-TR341641/l3_mean_europe_2018_2020_005dg.netcdf,TR,99.0,2900.1,0,0,1,1,0,0,49.19622713026551
1401,1401,STA.IT2218A,STA.IT2218A/S2B_MSIL2A_20200101T100319_N0213_R122_T33TVF_20200101T114527.npy,STA.IT2218A/l3_mean_europe_2018_2020_005dg.netcdf,IT,39.0,350.1,0,1,0,0,0,1,22.76419304256227
1402,1402,STA.DE_DERP021,STA.DE_DERP021/S2B_MSIL2A_20200807T102559_N0214_R108_T32ULA_20200807T132026.npy,STA.DE_DERP021/l3_mean_europe_2018_2020_005dg.netcdf,DE,65.0,293.7,0,0,1,1,0,0,22.728873915721184
1403,1403,STA.CZ_CTAB,STA.CZ_CTAB/S2B_MSIL2A_20200821T100559_N0214_R022_T33UVQ_20200821T130423.npy,STA.CZ_CTAB/l3_mean_europe_2018_2020_005dg.netcdf,CZ,400.0,66.7,0,0,1,0,0,1,17.23362677470409
1404,1404,STA-FR23068,STA-FR23068/S2B_MSIL2A_20200806T105619_N0214_R094_T30TWT_20200806T131026.npy,STA-FR23068/l3_mean_europe_2018_2020_005dg.netcdf,FR,25.0,207.5,1,0,0,0,1,0,5.3423253643853394
1405,1405,STA.IT1823A,STA.IT1823A/S2B_MSIL2A_20200802T094039_N0214_R036_T33TXF_20200802T123333.npy,STA.IT1823A/l3_mean_europe_2018_2020_005dg.netcdf,IT,100.0,324.9,0,1,0,1,0,0,14.96675996589724
1406,1406,STA.IT1743A,STA.IT1743A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT1743A/l3_mean_europe_2018_2020_005dg.netcdf,IT,162.0,2160.4,0,0,1,1,0,0,37.149530855082936
1407,1407,STA-RO0173A,STA-RO0173A/S2B_MSIL2A_20200922T090659_N0214_R050_T35TMM_20200922T110348.npy,STA-RO0173A/l3_mean_europe_2018_2020_005dg.netcdf,RO,400.0,76.0,0,0,1,0,1,0,17.09851589756915
1408,1408,STA-CH0028A,STA-CH0028A/S2B_MSIL2A_20200718T102559_N0214_R108_T32TLS_20200718T140654.npy,STA-CH0028A/l3_mean_europe_2018_2020_005dg.netcdf,CH,530.0,282.4,0,0,1,0,0,1,33.13067412590616
1409,1409,STA.IT1658A,STA.IT1658A/S2B_MSIL2A_20201031T094139_N0214_R036_T33TYE_20201031T123521.npy,STA.IT1658A/l3_mean_europe_2018_2020_005dg.netcdf,IT,10.0,212.4,0,1,0,0,1,0,13.989057772929057
1410,1410,STA_ES1307A,STA_ES1307A/S2A_MSIL2A_20200718T112121_N0214_R037_T29TNH_20200718T123331.npy,STA_ES1307A/l3_mean_europe_2018_2020_005dg.netcdf,ES,380.0,142.1,1,0,0,0,1,0,9.948269794721408
1411,1411,STA-FR15045,STA-FR15045/S2B_MSIL2A_20200827T102559_N0214_R108_T31TGK_20200827T135039.npy,STA-FR15045/l3_mean_europe_2018_2020_005dg.netcdf,FR,310.0,161.6,0,1,0,1,0,0,10.817135311935044
1412,1412,STA.DE_DEBW073,STA.DE_DEBW073/S2A_MSIL2A_20200623T103031_N0214_R108_T32ULU_20200623T142851.npy,STA.DE_DEBW073/l3_mean_europe_2018_2020_005dg.netcdf,DE,223.0,192.2,0,1,0,1,0,0,20.18346139422857
1413,1413,STA_PL0105A,STA_PL0105A/S2A_MSIL2A_20200701T095031_N0214_R079_T34UCB_20200701T123557.npy,STA_PL0105A/l3_mean_europe_2018_2020_005dg.netcdf,PL,166.0,98.3,1,0,0,1,0,0,13.2197612389395
1414,1414,STA_ES1825A,STA_ES1825A/S2A_MSIL2A_20200825T104031_N0214_R008_T31SCD_20200825T151314.npy,STA_ES1825A/l3_mean_europe_2018_2020_005dg.netcdf,ES,65.0,257.0,0,1,0,1,0,0,3.529489204844655
1415,1415,STA-BETR512,STA-BETR512/S2B_MSIL2A_20200515T104619_N0214_R051_T31UER_20200515T135604.npy,STA-BETR512/l3_mean_europe_2018_2020_005dg.netcdf,BE,107.0,772.2,0,1,0,0,1,0,22.32930709403724
1416,1416,STA_ES1800A,STA_ES1800A/S2A_MSIL2A_20201202T111431_N0214_R137_T30SUG_20201202T140104.npy,STA_ES1800A/l3_mean_europe_2018_2020_005dg.netcdf,ES,152.0,57.6,0,1,0,1,0,0,13.077534084173088
1417,1417,STA-RO0097A,STA-RO0097A/S2B_MSIL2A_20200710T093039_N0214_R136_T34TDS_20200710T123936.npy,STA-RO0097A/l3_mean_europe_2018_2020_005dg.netcdf,RO,100.0,54.4,0,1,0,0,0,1,11.668488382542868
1418,1418,STA.IT1662A,STA.IT1662A/S2B_MSIL2A_20200705T101559_N0214_R065_T32TNP_20200705T135630.npy,STA.IT1662A/l3_mean_europe_2018_2020_005dg.netcdf,IT,54.0,250.3,0,1,0,1,0,0,9.925806369733433
1419,1419,STA-RO0125A,STA-RO0125A/S2A_MSIL2A_20200825T085601_N0214_R007_T35TNK_20200825T115135.npy,STA-RO0125A/l3_mean_europe_2018_2020_005dg.netcdf,RO,13.0,58.4,0,0,1,0,0,1,24.88445580817084
1420,1420,STA-NL00241,STA-NL00241/S2B_MSIL2A_20200922T104649_N0214_R051_T31UFT_20200927T135033.npy,STA-NL00241/l3_mean_europe_2018_2020_005dg.netcdf,NL,1.0,512.3,0,1,0,1,0,0,21.338321470855007
1421,1421,STA-BETN040,STA-BETN040/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETN040/l3_mean_europe_2018_2020_005dg.netcdf,BE,20.0,670.9,1,0,0,1,0,0,15.148966500356382
1422,1422,STA-BETN035,STA-BETN035/S2B_MSIL2A_20200326T104639_N0214_R051_T31UFS_20200326T141923.npy,STA-BETN035/l3_mean_europe_2018_2020_005dg.netcdf,BE,55.0,434.6,1,0,0,1,0,0,16.996702491450904
1423,1423,STA.IT1457A,STA.IT1457A/S2B_MSIL2A_20200705T101559_N0214_R065_T32TNP_20200705T135630.npy,STA.IT1457A/l3_mean_europe_2018_2020_005dg.netcdf,IT,3.0,250.3,0,0,1,0,0,1,31.373824762421727
1424,1424,STA-FR16057,STA-FR16057/S2A_MSIL2A_20200713T103031_N0214_R108_T32TLT_20200713T132504.npy,STA-FR16057/l3_mean_europe_2018_2020_005dg.netcdf,FR,236.0,217.6,0,0,1,1,0,0,23.02855826456933
1425,1425,STA-FR20017,STA-FR20017/S2A_MSIL2A_20200805T104031_N0214_R008_T31TFL_20200805T112609.npy,STA-FR20017/l3_mean_europe_2018_2020_005dg.netcdf,FR,172.0,576.2,0,0,1,1,0,0,29.581011605016585
1426,1426,STA_ES1713A,STA_ES1713A/S2A_MSIL2A_20200725T110631_N0214_R137_T30TWN_20200725T120536.npy,STA_ES1713A/l3_mean_europe_2018_2020_005dg.netcdf,ES,76.0,515.2,0,0,1,1,0,0,24.64720138488171
1427,1427,STA.IT1392A,STA.IT1392A/S2A_MSIL2A_20200408T101021_N0214_R022_T32TPQ_20200408T161405.npy,STA.IT1392A/l3_mean_europe_2018_2020_005dg.netcdf,IT,14.0,181.7,1,0,0,1,0,0,14.900868713579593
1428,1428,STA-TR341431,STA-TR341431/S2A_MSIL2A_20200822T084601_N0214_R107_T35TPF_20200822T113326.npy,STA-TR341431/l3_mean_europe_2018_2020_005dg.netcdf,TR,41.0,2900.1,0,0,1,0,0,1,77.0253068378746
1429,1429,STA-BETE716,STA-BETE716/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETE716/l3_mean_europe_2018_2020_005dg.netcdf,BE,8.0,594.5,0,1,0,0,1,0,20.017485428809326
1430,1430,STA-TR410641,STA-TR410641/S2B_MSIL2A_20200807T084559_N0214_R107_T36TTL_20200807T111514.npy,STA-TR410641/l3_mean_europe_2018_2020_005dg.netcdf,TR,8.0,530.0,0,0,1,1,0,0,28.735211833797894
1431,1431,STA-FR22011,STA-FR22011/S2B_MSIL2A_20200422T103619_N0214_R008_T32ULV_20200422T140230.npy,STA-FR22011/l3_mean_europe_2018_2020_005dg.netcdf,FR,270.0,168.4,0,1,0,0,1,0,14.18908236563066
1432,1432,STA.DE_DESN079,STA.DE_DESN079/S2A_MSIL2A_20200915T101031_N0214_R022_T33UVS_20200915T130644.npy,STA.DE_DESN079/l3_mean_europe_2018_2020_005dg.netcdf,DE,148.0,124.2,1,0,0,1,0,0,9.567929167618152
1433,1433,STA-FR30026,STA-FR30026/S2A_MSIL2A_20200623T103031_N0214_R108_T32ULU_20200623T142851.npy,STA-FR30026/l3_mean_europe_2018_2020_005dg.netcdf,FR,230.0,139.6,0,0,1,0,0,1,24.719337528512945
1434,1434,STA.DE_DETH093,STA.DE_DETH093/S2B_MSIL2A_20200406T101559_N0214_R065_T32UPB_20200406T134514.npy,STA.DE_DETH093/l3_mean_europe_2018_2020_005dg.netcdf,DE,224.0,770.9,0,0,1,1,0,0,18.717085523906817
1435,1435,STA.DE_DEBY075,STA.DE_DEBY075/S2A_MSIL2A_20200730T102031_N0214_R065_T32UQA_20200730T110107.npy,STA.DE_DEBY075/l3_mean_europe_2018_2020_005dg.netcdf,DE,400.0,599.0,0,0,1,1,0,0,24.140492595411956
1436,1436,STA-MK0041A,STA-MK0041A/S2A_MSIL2A_20200913T093041_N0214_R136_T34TDM_20200913T122841.npy,STA-MK0041A/l3_mean_europe_2018_2020_005dg.netcdf,MK,84.0,133.2,0,0,1,0,0,1,27.93558976125716
1437,1437,STA.IT1911A,STA.IT1911A/S2A_MSIL2A_20200408T101021_N0214_R022_T32TPQ_20200408T161405.npy,STA.IT1911A/l3_mean_europe_2018_2020_005dg.netcdf,IT,202.0,131.5,1,0,0,1,0,0,22.96640373940988
1438,1438,STA.05.2000,STA.05.2000/S2A_MSIL2A_20201114T101301_N0214_R022_T33TUN_20201114T120346.npy,STA.05.2000/l3_mean_europe_2018_2020_005dg.netcdf,AT,440.0,216.9,0,0,1,0,0,1,36.902331348059
1439,1439,STA_PL0691A,STA_PL0691A/S2B_MSIL2A_20200822T094039_N0214_R036_T34UFB_20200822T115325.npy,STA_PL0691A/l3_mean_europe_2018_2020_005dg.netcdf,PL,270.0,66.7,1,0,0,1,0,0,5.557719521007488
1440,1440,STA_ES1687A,STA_ES1687A/S2B_MSIL2A_20201111T105259_N0214_R051_T31TBE_20201111T134038.npy,STA_ES1687A/l3_mean_europe_2018_2020_005dg.netcdf,ES,50.0,86.2,0,1,0,0,1,0,15.807541512915131
1441,1441,STA.IT2229A,STA.IT2229A/S2B_MSIL2A_20200705T101559_N0214_R065_T32TNP_20200705T135630.npy,STA.IT2229A/l3_mean_europe_2018_2020_005dg.netcdf,IT,25.0,250.3,0,0,1,0,0,1,21.40675193353339
1442,1442,STA.IT1967A,STA.IT1967A/S2B_MSIL2A_20200903T101559_N0214_R065_T32TNS_20200903T134943.npy,STA.IT1967A/l3_mean_europe_2018_2020_005dg.netcdf,IT,290.0,57.4,0,0,1,1,0,0,19.34588396689542
1443,1443,STA_ES0584A,STA_ES0584A/S2A_MSIL2A_20200706T104031_N0214_R008_T31TDG_20200706T133310.npy,STA_ES0584A/l3_mean_europe_2018_2020_005dg.netcdf,ES,34.0,718.7,0,1,0,0,0,1,31.92319091133613
1444,1444,STA-BETB011,STA-BETB011/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETB011/l3_mean_europe_2018_2020_005dg.netcdf,BE,66.0,7471.5,0,1,0,1,0,0,21.397378322611967
1445,1445,STA.DE_DEST108,STA.DE_DEST108/S2B_MSIL2A_20200602T100559_N0214_R022_T32UQB_20200602T135324.npy,STA.DE_DEST108/l3_mean_europe_2018_2020_005dg.netcdf,DE,116.0,128.3,0,0,1,0,0,1,19.036501575857077
1446,1446,STA_ES0692A,STA_ES0692A/S2B_MSIL2A_20200820T103629_N0214_R008_T31TDF_20200820T133254.npy,STA_ES0692A/l3_mean_europe_2018_2020_005dg.netcdf,ES,29.0,718.7,0,0,1,1,0,0,36.15693251533742
1447,1447,STA.IT0460A,STA.IT0460A/S2B_MSIL2A_20200729T100029_N0214_R122_T33TUJ_20200729T134154.npy,STA.IT0460A/l3_mean_europe_2018_2020_005dg.netcdf,IT,100.0,240.8,0,0,1,0,0,1,27.61024125687716
1448,1448,STA-PT03083,STA-PT03083/S2A_MSIL2A_20200830T113321_N0214_R080_T29SMC_20200830T142737.npy,STA-PT03083/l3_mean_europe_2018_2020_005dg.netcdf,PT,63.0,1010.7,0,0,1,1,0,0,25.37921005030281
1449,1449,STA_PL0211A,STA_PL0211A/S2B_MSIL2A_20200420T100019_N0214_R122_T33UWT_20200420T130740.npy,STA_PL0211A/l3_mean_europe_2018_2020_005dg.netcdf,PL,77.0,79.9,1,0,0,1,0,0,7.977614179228642
1450,1450,Station_GB1043A,Station_GB1043A/S2B_MSIL2A_20200531T110619_N0214_R137_T30UXF_20200531T131801.npy,Station_GB1043A/l3_mean_europe_2018_2020_005dg.netcdf,GB,29.0,2026.9,0,0,1,0,0,1,20.940507447573037
1451,1451,STA.IT2215A,STA.IT2215A/S2A_MSIL2A_20201019T095041_N0214_R079_T33TVF_20201019T115444.npy,STA.IT2215A/l3_mean_europe_2018_2020_005dg.netcdf,IT,128.0,133.9,0,1,0,1,0,0,13.739128484824654
1452,1452,STA-FR28033,STA-FR28033/S2B_MSIL2A_20200326T104639_N0214_R051_T31UDS_20200326T141923.npy,STA-FR28033/l3_mean_europe_2018_2020_005dg.netcdf,FR,23.0,218.6,0,1,0,1,0,0,12.287199043054828
1453,1453,STA.04.S125,STA.04.S125/S2A_MSIL2A_20200116T100341_N0213_R122_T33TUN_20200116T113318.npy,STA.04.S125/l3_mean_europe_2018_2020_005dg.netcdf,AT,460.0,99.3,0,1,0,1,0,0,13.23213109713994
1454,1454,STA.IT1509A,STA.IT1509A/S2B_MSIL2A_20200526T101559_N0214_R065_T32TMR_20200526T135857.npy,STA.IT1509A/l3_mean_europe_2018_2020_005dg.netcdf,IT,124.0,283.2,0,1,0,1,0,0,25.417404299344756
1455,1455,STA_PL0574A,STA_PL0574A/S2A_MSIL2A_20200806T101031_N0214_R022_T33UXV_20200806T115620.npy,STA_PL0574A/l3_mean_europe_2018_2020_005dg.netcdf,PL,141.0,41.9,0,0,1,0,1,0,13.987831818264365
1456,1456,STA_ES1970A,STA_ES1970A/S2B_MSIL2A_20200215T105029_N0214_R051_T30SYJ_20200215T141800.npy,STA_ES1970A/l3_mean_europe_2018_2020_005dg.netcdf,ES,15.0,236.0,0,0,1,0,0,1,34.38417528910529
1457,1457,STA.IT1407A,STA.IT1407A/S2A_MSIL2A_20200905T101031_N0214_R022_T32TNK_20200905T130252.npy,STA.IT1407A/l3_mean_europe_2018_2020_005dg.netcdf,IT,181.0,39.3,0,1,0,0,1,0,7.726524778287008
1458,1458,STA-SK0265A,STA-SK0265A/S2B_MSIL2A_20200822T094039_N0214_R036_T34UDV_20200822T115325.npy,STA-SK0265A/l3_mean_europe_2018_2020_005dg.netcdf,SK,372.0,119.4,0,0,1,0,0,1,18.02194058972505
1459,1459,STA-FR12045,STA-FR12045/S2B_MSIL2A_20200806T105619_N0214_R094_T30TYN_20200806T131026.npy,STA-FR12045/l3_mean_europe_2018_2020_005dg.netcdf,FR,377.0,50.5,0,0,1,0,0,1,16.4577707590323
1460,1460,STA-FR04059,STA-FR04059/S2A_MSIL2A_20200520T105031_N0214_R051_T31UDQ_20200520T134332.npy,STA-FR04059/l3_mean_europe_2018_2020_005dg.netcdf,FR,31.0,6979.0,0,0,1,1,0,0,29.75382211329207
1461,1461,HR_DOC_TYPE_D_STA_RH0109,HR_DOC_TYPE_D_STA_RH0109/S2A_MSIL2A_20200628T094041_N0214_R036_T33TYL_20200628T114656.npy,HR_DOC_TYPE_D_STA_RH0109/l3_mean_europe_2018_2020_005dg.netcdf,HR,0.0,70.9,0,1,0,1,0,0,14.61780402539221
1462,1462,STA-BETR831,STA-BETR831/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETR831/l3_mean_europe_2018_2020_005dg.netcdf,BE,3.0,1093.8,1,0,0,0,1,0,25.5195916440458
1463,1463,STA.DE_DEHB013,STA.DE_DEHB013/S2A_MSIL2A_20200328T104021_N0214_R008_T32UMD_20200328T142124.npy,STA.DE_DEHB013/l3_mean_europe_2018_2020_005dg.netcdf,DE,4.0,1834.4,1,0,0,0,1,0,16.108141934772622
1464,1464,STA-ME0001A,STA-ME0001A/S2A_MSIL2A_20200416T093031_N0214_R136_T34TCP_20200416T120249.npy,STA-ME0001A/l3_mean_europe_2018_2020_005dg.netcdf,ME,777.0,45.7,0,0,1,1,0,0,21.35439391589962
1465,1465,Station_GB0919A,Station_GB0919A/S2B_MSIL2A_20200921T112119_N0214_R037_T30UXE_20200921T132441.npy,Station_GB0919A/l3_mean_europe_2018_2020_005dg.netcdf,GB,16.0,770.4,0,0,1,0,0,1,26.11151530045325
1466,1466,STA-RO0167A,STA-RO0167A/S2A_MSIL2A_20200702T092031_N0214_R093_T34TGS_20200702T114806.npy,STA-RO0167A/l3_mean_europe_2018_2020_005dg.netcdf,RO,328.0,80.4,0,0,1,1,0,0,27.560553045940384
1467,1467,Station_GB0637A,Station_GB0637A/S2B_MSIL2A_20200119T110259_N0213_R094_T30UYC_20200119T121843.npy,Station_GB0637A/l3_mean_europe_2018_2020_005dg.netcdf,GB,10.0,11689.7,0,0,1,0,0,1,38.98243879609701
1468,1468,STA_ES1917A,STA_ES1917A/S2B_MSIL2A_20200707T105619_N0214_R094_T30TXK_20200707T135135.npy,STA_ES1917A/l3_mean_europe_2018_2020_005dg.netcdf,ES,728.0,236.0,1,0,0,1,0,0,3.1037924151696608
1469,1469,STA.DE_DEHE001,STA.DE_DEHE001/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMA_20200807T132026.npy,STA.DE_DEHE001/l3_mean_europe_2018_2020_005dg.netcdf,DE,158.0,1301.1,0,0,1,1,0,0,21.17060519392011
1470,1470,STA.07.2227,STA.07.2227/S2A_MSIL2A_20200319T101021_N0214_R022_T32TPT_20200319T130518.npy,STA.07.2227/l3_mean_europe_2018_2020_005dg.netcdf,AT,558.0,149.5,0,1,0,1,0,0,33.080081594036834
1471,1471,STA.IT2225A,STA.IT2225A/S2B_MSIL2A_20200101T100319_N0213_R122_T33TVF_20200101T114527.npy,STA.IT2225A/l3_mean_europe_2018_2020_005dg.netcdf,IT,21.0,350.1,0,1,0,0,1,0,22.3305168446529
1472,1472,STA.IT1646A,STA.IT1646A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT1646A/l3_mean_europe_2018_2020_005dg.netcdf,IT,47.0,300.2,0,1,0,1,0,0,22.18315559048557
1473,1473,STA.03.0101,STA.03.0101/S2B_MSIL2A_20200101T100319_N0213_R122_T33UVP_20200101T114527.npy,STA.03.0101/l3_mean_europe_2018_2020_005dg.netcdf,AT,270.0,74.6,0,0,1,1,0,0,20.51619862175645
1474,1474,STA_ES1643A,STA_ES1643A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TWM_20200910T135152.npy,STA_ES1643A/l3_mean_europe_2018_2020_005dg.netcdf,ES,1090.0,8.7,0,0,1,0,0,1,18.589612204495168
1475,1475,STA.IT0860A,STA.IT0860A/S2B_MSIL2A_20201119T101319_N0214_R022_T32TPP_20201119T120649.npy,STA.IT0860A/l3_mean_europe_2018_2020_005dg.netcdf,IT,41.0,290.1,0,0,1,0,0,1,39.15130052509464
1476,1476,STA-PT01048,STA-PT01048/S2A_MSIL2A_20200110T112431_N0213_R037_T29TPF_20200110T123531.npy,STA-PT01048/l3_mean_europe_2018_2020_005dg.netcdf,PT,1086.0,48.0,1,0,0,1,0,0,14.226263305186752
1477,1477,STA.IT1459A,STA.IT1459A/S2B_MSIL2A_20190221T102039_N0211_R065_T32TMR_20190221T162447.npy,STA.IT1459A/l3_mean_europe_2018_2020_005dg.netcdf,IT,206.0,820.9,0,1,0,1,0,0,32.50684695629978
1478,1478,STA.IT0761A,STA.IT0761A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT0761A/l3_mean_europe_2018_2020_005dg.netcdf,IT,122.0,2078.5,0,0,1,0,0,1,45.11525006609129
1479,1479,STA.DE_DEUB004,STA.DE_DEUB004/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMU_20200807T132026.npy,STA.DE_DEUB004/l3_mean_europe_2018_2020_005dg.netcdf,DE,1205.0,192.2,1,0,0,1,0,0,2.1901444852331227
1480,1480,STA-SE30310,STA-SE30310/S2A_MSIL2A_20200421T102021_N0214_R065_T33VUC_20200421T120142.npy,STA-SE30310/l3_mean_europe_2018_2020_005dg.netcdf,SE,24.8,123.4,0,0,1,0,0,1,23.15378592194605
1481,1481,STA_PL0294A,STA_PL0294A/S2A_MSIL2A_20200919T095031_N0214_R079_T33UYR_20200919T115531.npy,STA_PL0294A/l3_mean_europe_2018_2020_005dg.netcdf,PL,368.0,286.3,0,0,1,1,0,0,16.69242149142956
1482,1482,STA.IT1377A,STA.IT1377A/S2B_MSIL2A_20200725T101559_N0214_R065_T32TMK_20200725T135708.npy,STA.IT1377A/l3_mean_europe_2018_2020_005dg.netcdf,IT,3.0,54.3,0,0,1,1,0,0,23.689316032811924
